ID;OrgId;Question
1451;a12f5781-7842-4ef8-9711-d4b6e6de477d;what county is Calabasas
1452;56c1b638-636e-4fa3-871f-d35160bbf57b;where is Sparta located Greece
1453;2463c218-9807-4fc0-854e-c666376737c6;where is Arcos meeting in may in Hawaii
1454;5e7bd5ea-9df7-4c9b-ab9c-4a8868f31f07;where is humana by Westgate in Glendale Arizona
1455;1a4c9d2f-44bb-4a29-a002-3085b8cd1122;where is Mammoth Lake California
1456;aff23202-8101-495d-88ac-b22a60e7eb0c;what state was Grover Cleveland elected from
1457;beb84442-bbfc-46ef-9988-d057e2599a7a;where is Browerville Minnesota
1458;74bd6909-eea1-4035-94c9-8a6f05f0841c;where is Fairview
1459;3d098717-2f16-44e0-9367-d4f554a32274;where is the university of Indiana located
1460;612738bf-b739-4261-b416-e4d621056ca7;where is Houlton Wisconsin
1461;07223204-3fd5-47fa-8498-0f82c417291e;where can i find stadium Horns in Michigan
1462;9b7384cd-3e8c-4c1d-8054-4a91bd5e14e7;where are Grayson Highlands
1463;00e764e3-9688-44aa-8ab2-367c04b68977;where is Fruitland Florida
1464;6f324f4f-ca70-41b0-81cd-555f5166f823;what is the Financial District in San Francisco
1465;49e44dcb-2f56-4eea-ba8c-b538f174ea5f;where is roman Delaware Peralta from
1466;2c1e7708-0bf6-429c-8d9c-414f0a898e39;where is Balboa Pier at
1467;c42bb4d6-aee8-467f-b8ce-0a84264b57d5;where is Norma Louisiana
1468;71e1c24b-3d3c-40c4-ae95-3ba9a8d4dbfa;where is Saint Pierre and Miquelon
1469;297e4775-93d1-4146-aa08-e65bc1b659e8;where is Republic of the Marshall Islands
1470;d01442e2-2ecd-4313-bfe0-28c919c17b43;what Naia terminal is air Asia domestic
1471;4a61cb2c-1810-464b-bb21-c380da8e9f8b;where is Splash valley Roanoke Virginia
1472;fd28ff2b-e03e-426a-b50c-e08a528c721f;where is bristol Washington County Virginia
1473;5aa68b64-09ca-4e70-b275-ff8c5858ae9f;where is Willowdale hamburg New York
1474;c42ff22d-7f4d-4d12-b1e4-fca644aabc6f;which city named after Sam Houston
1475;72e40d0b-e4f7-4047-9dfc-b9aff5c2b56b;where is Quincy located
1476;1744e1c7-ff54-4306-94d7-52da55c4bd06;where is Cumberland City Tennessee
1477;d3c254b7-fe47-421c-beac-b947778ef391;where is Hamilton Missouri located
1478;d77b7a9e-3ddd-4c16-bff0-30726d38ffed;where was khufu buried in the great Pyramid
1479;fd0a5ab8-43c2-43c5-bd3e-8f5c3788346b;where is Flint River
1480;3e931152-9edb-484e-99de-76bc3b45ebe1;where is Arden North Carolina
1481;5cb3baae-5241-4def-a360-602b34a00adf;where is Alameda Trailer park Roseburg Ore
1482;59484101-03db-4d12-a461-36430697a364;where is tree at Rockefeller Center
1483;e3389b54-e27e-4618-970e-9d39ab1201ac;where is Heron Lake
1484;13a21063-7c92-45ab-a318-ba5feb302b04;where is the the Viktor Leonov now
1485;63315d48-a97c-4808-9771-db44a74665a9;where can i buy a hooka in Oakville
1486;57cdd5b5-fbf0-4e0f-9c73-93a1d16edfe3;where is Osborn Corner
1487;eba50088-1d35-4341-9759-d2e1d0cfc39f;where is the republic of San Marino
1488;c99819cc-491a-48d0-bb9f-ba7a623b9fb1;where is Matheson Colorado
1489;3378373b-3aca-4b54-9c89-65bf3335c25a;where is Buoux
1490;d4190f71-fadf-4ece-838c-a027f572e2d5;where is San Fernando Valley California
1491;717b48a2-4257-42dc-a481-56ee97ba1366;where is tri State College located
1492;a46831ff-6729-459a-ad78-ec7c49e1bb84;what is the biggest Basketball Arena
1493;0bce8601-2150-4ddc-a1c7-573d1095dd1e;where is San Giovanni
1494;ad18d3e3-a040-431c-8773-5fbf3712b88b;where can i donate eyeglasses in Manvel Texas
1495;02b13521-99d8-4c5a-99bf-63df99169270;where is location of Chicago
1496;9d5e38a0-db99-4890-a41f-8035cee5269d;where is Mammoth falls Oregon
1497;1b0e837f-af7b-4256-9a2b-09cfcbe2c8c8;where is Hodgkins Illinois
1498;ccf2bfa8-bc2b-4b1a-9128-6c0a0258c1a6;where are The Cascade Mountain Range
1499;8e7d1530-e70f-49fc-bebe-2d1d3f4e14a0;where is Calico ghost town in California
1500;edb49d96-355e-4184-bbcc-c24184d5bcbc;where is the cheapest place to live in the United States
1501;11355f0c-441c-45e6-99ed-11d8658af233;where is the Atlantic Basin
1502;e2f8faa4-e8cd-4852-86a9-0a9c612eb8c2;where is Jojo Siwa from
1503;fd03ebc8-a904-485d-8028-c2d229fd058f;where is an exxon Mobil Gas Station
1504;43ba298c-e9ba-401b-8e92-1d16c965c520;where is Itasca Illinois located
1505;b76c1476-f6b5-42c6-b885-07886250ad40;where is Oak Ridge Golf Course in jackson New Jersey
1506;0d61bfa3-b4ae-4dc3-8610-3e6508d21901;where is Heinz Ketchup manufactured
1507;1df0fae0-705f-43ce-af8f-8d3578f50a5b;where is Burgess Falls located
1508;0ac57c03-dcea-4ce5-8715-d22d5d72b09f;where is alexander Kentucky
1509;bb6b5feb-8672-4775-86dc-a6c46d6192ef;where is Ingomar Mississippi
1510;1327e2ca-7e20-44d4-a7c5-b57779a58d3a;what is the name of the remodeled hotel restaurant in Youngwood
1511;866cda41-7f6b-498a-a7ca-fe91915628fc;where is Poplar ave Porterville
1512;20a51f74-17ac-448f-afbb-d30db811f6f2;where is Montana usa
1513;7034628b-0a42-4162-9947-65958e125508;what region of Asia is in the Gobi Desert
1514;cb891336-0c79-4c60-ac4b-777f39ee10e8;where is Berrimah
1515;2f320a91-efb3-4ac5-8f00-8168da6e0d38;where is South Heart
1516;bae0bb98-324d-4586-a333-01341ebc2fcd;where is charles Loftin located
1517;9e3b525c-4fd3-48f4-99bc-b32837e4fcfb;what was the first county seat of Calhoun County Alabama
1518;1b738a9f-02ac-42eb-bb07-60c7badebfcf;what two modern nations make up the Iberian Peninsula
1519;48d91338-4006-46e1-9504-a4024022cc4e;what time zone is nevada
1520;952afb59-1fea-4f5b-bee6-a5bc85bfbb9e;what terminal is american in Lax
1521;3acf3977-73a6-4d0a-92fb-c48cd1c9adbe;where is Silicon Valley San Francisco
1522;d1add7e3-2bcf-4176-a9ad-c54c213e5b24;where is The Berry center in Houston
1523;8b0bffa7-6bb2-471c-963e-4117da5eb591;which county is Noblesville Indiana
1524;ff38df6e-9355-46f5-b3cc-655c7e90488d;where can i buy oxtails cheaper near Homewood Illinois
1525;2adb1f80-e199-4c10-8c48-2071f76f5f5d;where is Pawnee Indiana
1526;618f47ae-7fd0-4b22-a600-1cde33cdc9b1;where to apply for a passport in Bellingham
1527;4a6daca0-83be-489f-a626-d651692c4e41;where is sunrise Florida
1528;445c7269-1a70-4962-903f-d2e59c0543b7;where is Yellowknife Canada
1529;79e5ae27-b322-4483-b794-d6e20aa84904;where is the Westgate area of phoenix Arizona located
1530;ad43a512-07b1-49cf-a7e5-90bdb30e9562;where is Montana Whitney
1531;b6832e05-738d-42e9-87a8-b1287cd6d48f;where is Nashville Michigan
1532;925f931e-d47f-438b-a125-dbdd6e420e95;where is Statesboro Georgia
1533;78875143-730c-454d-8e48-10b9e50cef40;where is Luton
1534;eff8bacc-4f82-48fe-ab90-f438bbc42a25;where is the old army base in Giessen
1535;269926b4-c6f4-4d50-9210-3e729e642499;where is Big Bend
1536;5358a463-8b7e-4c67-9e4f-79a2020418bd;where is Covington Kentucky
1537;1559e3d7-1c8a-40d1-a7fd-dfd3436689eb;where is Moravian Falls
1538;4413f92c-765b-486f-851a-f468b57f9469;where to buy dates online in the Philippines
1539;66808a1d-4c63-43d5-bcfa-742b1cac91dc;where is Korede Bello from
1540;6947dfb8-0419-4085-a7a6-716278bcc055;where was Usher born
1541;9f4aebdd-62c3-4583-8c91-ac7070794414;where is Peosta Iowa
1542;da348938-50b4-4cec-9a34-ef52a4f02e8d;where is tanzania located in Africa
1543;6b54ab4d-9c16-4d6b-92c3-fa8b31165e18;where is Argentina found
1544;2c16bf95-2bf1-411c-9df0-dbec82db7f2c;where is utc Bangor
1545;12137dc8-3a63-4a5e-8e17-380771c7e50d;where is site of Wounded Knee and Montana Rushmore
1546;e07b6db4-03c0-4577-bc94-3d12eff96c0a;where is Courtney Schwartz Maryland
1547;96b6c653-c1ec-47b4-9bc0-902eeb751481;where does bill Goldberg live
1548;91614dfe-82ca-40a0-ab0a-b32b6f7ca550;where is Kaufman Texas
1549;83692675-45c4-44c3-bd3a-f3c18881a968;where is Fort Ashby road in West Virginia
1550;9823fdc5-9147-40b8-916c-559898b7d90c;where is kailyn Lowry from
1551;3ff72548-630a-4180-9a76-7df86db5aa08;where is Goodland Florida
1552;7a348d6d-e973-492b-aab3-0efc21f34594;what is the address for strong Memorial Hospital in Rochester New York
1553;3e91885b-530f-4766-bacc-6a92bd7f7db1;where is Chula Vista California
1554;40fd8bf5-2ab5-4c1c-a887-478bf09ad382;where is Wildwood New Jersey
1555;1ee3bc20-2d91-4145-8890-d9c4c33d42e4;where is Kyrgyzstan
1556;ec2984d8-b0c7-440e-b2c8-4d96bbad3975;where can i buy a bppgoe board tablet in Canada
1557;b7dd6640-918a-4610-a5a9-d817d4843894;where is Seychelles in Africa
1558;25b64fa2-c6d4-48f1-965d-1a9f12067127;where is secrets Los Cabos Mexico
1559;3a3c4e8a-4489-4a8f-a180-83ad93a3fbf5;where is Mobjack Virginia
1560;bbc45aff-257d-4fd8-9db0-f474d88dd21e;where is Ozark Lake Missouri
1561;5ac59984-851a-4811-a085-6395d9fd3b60;where is Tarpon Springs Florida
1562;79fc81e9-8592-4b07-851b-aa0493cdbbe6;which two state is Lake Tahoe in
1563;62c01b70-6ad8-4d4e-859a-55956db54c17;where is Hellaby
1564;50bbc3da-af18-4279-b9f9-5d8826654f3b;where is Elk Rapids Michigan
1565;17a87d94-e970-4de0-a04a-2a90406e4c45;what is the county for Madison Alabama
1566;c26c096a-ea82-44f4-b852-25c899c6e147;where is Mont st Hilaire Quebec
1567;153d5402-4d9c-433c-9eb9-fb3d7d6764e4;where is Hamer South Carolina located
1568;d766a366-8222-4201-810d-6499e02dcd94;where was james Chaney buried
1569;62518761-4457-4a15-a7c8-10576122cbcb;where Panther live
1570;104ce1ff-a943-4c46-8b6f-8ab5957f8020;where is Keilor Downs
1571;54703b07-cdfb-4324-a534-d761fb9e6dc8;where is Kirkwood Georgia
1572;70eaa82f-4d23-4b01-b0fd-ea2ff593483f;where is Montana Hermon
1573;d0da70bf-76aa-433c-bd39-cb4e65e834e0;where is George Washington Park Chicago
1574;a51e9886-1c78-4d26-8b90-5dd7d576ede4;what is the lowest point in elevation in Montana
1575;973d907e-7ad1-4ed6-8dae-61c287b7e5c4;where is Lake Nona
1576;7bd05c12-45b9-4fcc-be0d-9e177ce309b7;which county Isle of Palms Florida
1577;1bc505c6-94db-483d-911e-36056d092670;where is Battle Mountain nevada located at
1578;524242e3-7347-41cd-a5ba-359d83299d7b;where is fairfield Iowa
1579;000cf779-91db-4189-a5a4-bff181d20962;where is SeaWorld
1580;58f2ca2c-f2f0-404f-a560-c263dec30b17;where is Ness Ziona Israel
1581;9f87de96-ab98-4471-841b-c0e076a5d6da;where is Springhill ns at in Canada
1582;f9a9a2a9-d349-4c02-bb02-bcd5d59c2482;where is Havelock North Carolina
1583;6f2d9371-4e7a-4c9a-b18e-f558db4e4adc;where is Columbia South Carolina
1584;38b2e329-f822-4f76-9cdd-015e39ace4cc;where is Oakley California located
1585;19c1565e-3c05-4383-895f-7b6a29c71d08;where is Frisco Texas
1586;7e738df9-23fe-4b05-b2be-dcb434bcb698;where is Menomonee Falls Wisconsin
1587;86c4440c-c8c6-4b96-b8db-297d01d4c382;where is the neighborhood the town in western Washington
1588;ffe8e85c-7aee-4bff-af55-86473a903654;where is dr  Olson located in Laporte
1589;7dadaea6-a8e2-48e5-aff6-0230d7503e79;where is Inkster Michigan located
1590;ff52e5c3-67c7-4bec-bfee-d8f752dbbd06;where is the Old Town in Basel Switzerland
1591;c063e6fb-2770-42b3-8ad1-0bd99e4ec503;where is Seneca South Carolina
1592;cf400a38-8c87-43a3-99cf-ba6c04bf690c;where is Punta Cana Eden Resort
1593;2509cbc4-1786-4513-a871-d467cd334dc6;where is plague fire RUINS neverwinter
1594;96a10371-ad87-4374-a3f7-1a8b70826f94;where is Danvers Massachusetts
1595;a68c3705-44cb-4df1-875c-c238bcfc721f;where in the world is Sand River
1596;62dcd41d-8ec9-41c7-996e-6ae09e626a28;what state is Banga in in India
1597;23c1cbbf-40d0-4563-a81a-f77ef640b70f;where is Townsend Inlet
1598;26eb108f-28c9-469c-83e9-4d5e053409f9;where is Kingsville Missouri
1599;a4f60b84-d595-48da-ab35-06e31ffd78da;where are The Barrens ni no Kuni
1600;7afed4ae-86ec-4173-bf85-83fca65c843d;where is the United Republic of Tanzania
1601;bbf141fd-de1f-406c-9936-631efef529d2;where is Clayton Alabama
1602;aa75ddf1-6d5a-491e-80bf-0f67449b13aa;where is the destiny Armory
1603;607bb58a-6c1c-4d71-afb2-fa8ec090c68f;what ocean is around Bora Bora
1604;897c3f5b-62ed-4e83-8fb0-a21497752be5;where is Panama City Beach located
1605;f59158f0-6dda-41a0-b2d9-46abe091aa5d;where is Ossian Iowa
1606;f83f887a-51df-4b48-85c6-e9f5845e56c3;where is the Treasure Valley in Idaho
1607;f0c0b75e-0caa-467e-9802-0c2aec7c4a6c;where did Vasco Delaware Gama explore the most
1608;893830a3-ec84-425c-a5ba-eccc0cb9dc4e;where is Altoona Alabama
1609;fbd34a8d-b523-42ea-98c5-662eadced888;where is Bright Angel Lodge Grand Canyon
1610;d004dec5-8ab3-4a23-8fbd-2d841068c8e2;where is Escanaba Michigan
1611;ffd1fd88-4749-4c38-af9b-8bc72edfaba5;where is Bethel New York
1612;d97dfc3f-e7f4-495e-a74a-ca624abcfd21;where was general Meade during battle of Gettysburg
1613;e9519401-c001-415c-8eec-7789a7308183;where is Odom Ranch in Florida
1614;c9964d77-5c7b-449b-ad11-474192effe5d;where is Ipswich Suffolk
1615;a53f7826-25e2-4941-a84f-bcef02e6b324;what state was Roadhouse based in
1616;797042db-74a1-4c76-adfb-bd5e3e0df746;where is Livingston Tennessee
1617;e7bd9282-13ce-48d0-8d8c-b3b55f317ae8;where can i get a birth certificate in Clarke County
1618;eae057eb-a39a-427d-a88b-8a6cbecda009;where is hq for Northern Bank direct
1619;3079d028-3abc-413b-b5ab-c04cfd77d4fa;where is Del Valle Texas
1620;7e02bb8b-3986-49dc-9d40-eaf90876386f;where is Couch Missouri located in Missouri
1621;0454a5b3-d983-4c48-9602-46d076faa8fb;where is Waycross Georgia located
1622;a1adf0c7-1128-46da-8c83-c84e4fdc5167;what time zone is Braselton Georgia
1623;7942a2e1-1df6-4b97-b525-8588488dda17;where is Fort Hunter Liggett California
1624;db1ecba7-6d24-4410-9eee-361bd36b9b2f;where is Sandy Beach along the Rivanna River
1625;6d235978-b360-4e70-adcd-cc1f28569453;where is Wingate hotel in Bismarck n  Dakota
1626;551d10ab-e7a9-40c4-b88d-2b77b101b7ce;where is Desolation Wilderness
1627;593d3d47-9498-47b6-a6c7-1e63dc97eebd;where is Charlemagne  s Tomb
1628;8a9d738a-541a-40fd-8e7b-a42fcb5f2767;what is the brick building between Asbury Park and Ocean Grove
1629;fd248422-61c9-4190-a153-e60b59d4e118;where is Landis elementary
1630;063a47e3-72a5-45cf-b9a9-6602b16dec64;where to buy dynamat in Canada
1631;94035fe6-8cbd-4098-a2a7-b5d0a5e4cb61;where is Oak Flats
1632;46c4c7a7-c062-4276-9857-9173371b1560;where are Channel Islands
1633;a59f6823-aea2-418a-91fe-5faccae56216;where is Seoul
1634;2fb945ff-5fdc-4101-8861-60a74f4839a6;where is the counterbalance in Seattle
1635;b8c32de5-3786-4c56-8989-75c72b3e12b8;what is the county of Florida
1636;c7781ee9-a65f-4a15-85c5-452851a07efe;what is the tallest Skyscraper
1637;f0f4a5d9-10fb-4a5a-be18-babd7e1587d8;where is the US Embassy in the United States
1638;160c243a-dbf9-4547-acd4-332f569b4842;what state is the Amazon River located
1639;1875ab18-aed1-4f67-9841-d1cbca0d48a2;which airport in nevada for Grand Canyon
1640;22708c54-47ca-47fb-b005-17798f0795a0;where can i buy cards against humanity Toowoomba
1641;8a7e2a1f-13a8-4d7b-a85e-68ef75a832e6;where is Kent Lake in Michigan
1642;b9c113c7-cf81-4244-bbf6-ec1e578c33a2;where is Padre Island Texas
1643;77d9647a-c890-4d9e-9d3e-abb4af9a8386;where is Whitefish located
1644;9c9d630f-e00d-4fbe-9387-c909521e7f76;where is Rockville Maryland
1645;a697bbe5-0b29-4573-8c3d-7ca41bef7c4e;where is rocking Horse Ranch
1646;234fe77d-4067-4936-8ca6-edf3166a16ee;what township is Jersey City New Jersey
1647;e42491fe-3443-40c6-b428-7c054eb3103d;where is Kingston Australia
1648;d78cceb8-93fb-4709-85aa-452234244bb5;which city are in Santa Clara
1649;0458e5ff-3650-4983-aa51-d8bb363c96d5;where is Bedias Texas
1650;6f9366f9-2520-44c2-ad71-fe249d38e81e;where to get husky Pup in Monaghan
1651;d819eb16-bd40-412a-9533-1d1d8468d3f0;where is Lakehead California
1652;4eedeaa4-0c25-436a-a1b8-2602705e1754;where is union Illinois located
1653;75796016-49c7-490d-9dc6-7670392f63ab;what state is milan Italy in
1654;0884153e-0e49-4d3c-835d-1383a1ef9f73;what town is anne Frank House in
1655;b519c6fb-1979-4e3c-b876-eb82bee7bbc9;where is Hazel Park Michigan
1656;672996c9-5461-4df7-98b4-3c4e5edf8674;where is Sevastopol republic of Crimea
1657;89979525-e8b5-4cf5-8da6-03cd09e29ecb;where is Hartwell Georgia
1658;7ec41ab5-cb19-42ed-97e8-ad0f87fe4d8e;what state is Chesapeake Shores filmed
1659;cb74b826-8746-44a2-8a5a-3ed842359ab0;what town is Harrisburg in
1660;0ebd7aad-fa2d-4d57-8191-32300625a684;where is Santa Clarita California
1661;549fda06-1af6-4fef-a81b-f43415203174;where is Santa Rosa New Mexico in The Rockies
1662;a9b2d02f-d912-4774-a7a1-21edff33b057;where is the United Nations Headquarters located
1663;67d848c8-6d77-4dc3-9749-108779bbae30;where are The Wilson from in Ireland
1664;8bcb2469-1d00-4487-9099-af22c57906ce;where is Nek from
1665;71ff426c-0425-45cf-a324-ab356be9217f;where is Mantova Italy
1666;75549b58-aa69-459e-ae1e-26acd90c1924;where is The Gulch in Nashville
1667;f957bf4f-ef6c-471f-9e6b-4cb5b7b0405b;where is Florence Lake California
1668;eb6c246d-b5e6-43b4-89d1-83c6764757b0;where is Waterbury Vermont
1669;c9e453ae-ffb1-4119-abc6-c5fe9eba6c86;where is Lakeville
1670;099c98d8-5c09-4ea6-8e56-64138c2217fd;where is Tavares Florida
1671;81a00577-b60d-4568-8d2c-8b64171ee12b;where is Glenfinnan
1672;0e071538-e811-40a2-8806-d0ad9b6335ff;where is Catarina Texas
1673;43a890e8-7abb-41dc-9a23-ea9280fb1eee;which island to visit in Greece
1674;fe7784ea-0838-4139-b657-e27d5867045c;where is Big Cedar
1675;8f3cb8b3-ce97-4738-a7b0-cd3cb3f134f8;where is Brazil located
1676;65858969-14d6-4133-b912-212ff893fe0d;what state is Tennessee Valley recycling incorporated in
1677;3218eb0c-7aec-475a-9e87-9a80e9a595fe;where is New Tazewell Tennessee
1678;79a17e80-35ea-491b-b494-3710f9652c70;where is western Canada
1679;a57cfdc9-0dae-4ba4-a1f0-a45d54097607;where is Rib Mountain located
1680;9e3bb383-3ee0-4d17-8f0e-e0ca9bbb47f9;where do you Depart from to see Alcatraz
1681;a0331d82-c46b-412b-a537-4356bde9f4ec;where is Dallas Georgia
1682;ae0404d6-9cb1-453c-881d-698e6cca58da;what is the province of Mississauga Canada
1683;e74382d7-903e-4df3-b0dd-3b7917ba4078;where is Camas Washington
1684;ca85451c-4453-452c-94c1-709b33e132a4;where is Black Sand Beach in Hawaii
1685;8cf35bb6-8134-4ba9-964c-da62d318adc0;where is Franconia Falls in New Hampshire
1686;1872592a-f662-432a-8f13-e8c08fe7bcde;where is Grant Road in Cleveland
1687;8d899610-c641-4f4f-a739-3f1686960168;where is Wisconsin Dells located
1688;a1c70e27-d87f-4005-a131-502a83ccc9fe;where is Salt Lake
1689;4320cbc4-28cb-4938-9495-d2f947ab9551;where in Louisiana is henderson
1690;86537fb8-a275-4318-86e4-906a5b4825bb;where is Coquille or
1691;ea669deb-2369-406c-bed8-dd74ec214b93;where is the freehand hotel in Chicago
1692;86c6a1a9-ec34-472f-a58a-7d4b2e3d0bc8;where is the horses Elbow
1693;f2fa3806-59f8-4568-beec-adf53518eb5d;what is the capital city in Japan
1694;471b4a48-8705-4657-a670-bc2e2848df1d;where is Thunder Bay Ontario
1695;057c3b7d-6b0b-45a8-a992-4000d049734d;where is Chadwick Beach
1696;a5707335-8d0b-4db2-8f18-5719376ebb20;what time zone is Branson Missouri
1697;2766f6d5-7cb6-4ba2-9b1b-68facad6bba7;where is there a region bank in Newnan Georgia
1698;4bbbfc5b-7618-4248-adb0-cdfe1df66448;what month do the outdoor hotel pools open in Las Vegas
1699;6678d623-39b0-48f2-af87-85d2cc107dd6;where is Mirano Italy
1700;de335e8e-0ed2-4aaf-bc59-f7cc3630f526;where do you get good amusement Fides
1701;900fa2a8-7128-476e-b083-e199ca41822c;where is au Cheval
1702;52149624-9356-4fe0-9b2d-b4dbeece71c6;which airport is near Harrah  s Atlantic City
1703;66e24b16-13db-4331-a3e6-b7ac16db0ae6;where is Buckingham
1704;15c05ab6-fba7-49af-9ecc-bc875e5c0d5a;what is the smallest country in Africa
1705;4e79cf6b-78f4-40ac-83d0-b615bcbf8b85;where is Sacaton Arizona
1706;ebfc7a88-92f2-417a-98b6-1c5cac72289e;where is Lyons Georgia
1707;a8e01403-d576-4ffc-b05d-111e21b0008a;where is newington Georgia
1708;6f37d6df-3e34-4376-a1f5-d557192ea0d9;where is phoenix Texas
1709;354d8f25-9bca-46d3-b36e-a1cce7abe7ea;where do Crows Nest
1710;66d719fa-27b4-4f6a-b5d0-8d0771990fc0;where is The Andaman and Nicobar Archipelago
1711;1685c7dc-4287-4dae-a9f5-4fa8eb651024;where is Keswick Dam
1712;4ecc4e93-5b28-41c3-adb0-d76af6d3db07;where is Luang Prabang Laos
1713;a3a7ba5b-7211-459c-9000-592f01bdfea8;where is Big Lake Texas
1714;7834c39e-01b9-44b3-b2a2-1f39070e5684;where is Faro
1715;31ac82bf-27c4-434c-aa54-fe50145e214b;where is Lake Como in New York
1716;565919e6-aec5-421f-93d0-6778a37a2d74;where is Belton Texas
1717;f525f9eb-5e58-478a-bb09-af1514e01c7a;where is Overlook terrace Manhattan
1718;003e8693-6826-461f-90f3-ef97e1294bdc;where is Toubkal mountain in Africa
1719;a2df2b9e-f048-4389-bd98-56fb7074c63b;where is Melba Idaho
1720;12b7931e-9442-4b89-bcdd-18205e4b0360;where is Palm Springs
1721;a053821a-736e-4286-80b2-b5f43c781184;where is Santiago Dominican Republic
1722;d05c0c7d-0df3-4803-9e48-59ba1253daf0;where is Delafield Wisconsin
1723;46739364-85ad-480d-b420-56f57dd06b91;where is New Hope Alabama
1724;501079d5-be96-4c7e-8c34-e64e6905dc1c;where is Avril Lavigne from
1725;336dc6c7-2170-43ea-ab3d-1b6f080ccf52;what region is Newberry Michigan
1726;e154abe1-c6a2-463a-a7f5-83efd203aea0;where is Punta Gorda Florida
1727;a2d1367e-b27a-4c16-a310-eeeea27ad7de;where is Jamaica New York located
1728;bde85171-06ce-4f13-88ae-9e649186da5e;where does charles Barkley live
1729;905fa105-9f0a-4d82-a7c8-748bb68f68b5;where is jigokudani in Japan
1730;0211b9d5-de0b-48fe-a940-f519352114a5;where is Langley Virginia
1731;efd5de30-f7a3-43bc-85cc-ae5c5037908d;where was william jefferson Bayless born
1732;ea2b9f31-ce7f-416b-8577-0be2cf3014fe;which island is Kapalua
1733;8d2ad40b-ffea-4385-9b60-be4e8fd0d182;where is natural falls State Park in Oklahoma
1734;0a5b94d0-3fa6-4338-8cc2-b3d58539a9a7;where does larry csonka live in Alaska
1735;828e3cd6-c444-46c9-8424-466824a1106a;where is Toledo Express Airport
1736;5bedce90-d041-439d-a58f-8d754b2da9b3;where is npr Radio Station
1737;a23262e9-819a-420a-9606-50b453e5c735;where is your Turkey
1738;fc3d9c4b-207d-4ac2-844f-8e1edbfc7152;where is Yucca Valley California
1739;92700bce-5894-40fc-9d0b-60b99b9d2f28;where is Terre in  
1740;c6458e8f-1e77-43a5-b008-14b2dad38615;where did frank lloyd wright live in Wisconsin
1741;0111ea46-4854-498e-96f6-7a46ce38a646;what major airport is close Geneseo New York
1742;79327d65-f34e-4433-a306-0198eb57c45a;where Leonardo was born
1743;dc8af51a-627c-4ae5-b6d8-c7b97b025ad5;where is Edgefield South Carolina
1744;ec7f5d0e-9aea-4b1c-b1c7-5747a3866078;where is vista California
1745;d83f4bfe-4a0b-4145-adc0-dd1058815755;where is the island of Curacao
1746;aac6c3aa-95d2-4945-8429-6c9c23e29dfe;where is Putnam
1747;d71c0bef-7248-4bff-a36f-9eacfbf162dd;where is Hungary
1748;51b07709-8297-4fb0-8331-94c546133b7c;where is Richmond Texas
1749;bc103302-3568-42da-a87d-6c73776a5f3f;where is Monument Oregon
1750;c76a6129-53d8-4d5a-99a3-aeb4262dd5c1;which airport would be closest to North Kansas City Missouri
1751;a9504ced-9878-4c5c-b69d-0171324f0091;where is fredericskburg Virginia
1752;1a93f47b-7410-4364-90d9-f3f336541223;where was donald Trump from
1753;bdd0f4df-a163-4462-8772-a9e6bdca28a3;where is Battle Creek Michigan
1754;d4971d58-4df9-4d4d-9090-06b6e89740af;where do sea otters Pouch
1755;b333f2e1-4e90-4ade-995e-d8886e903293;where can i order mezzetta sweet and hot jalapenos Peppers online
1756;2d3df1c4-a1a6-4ece-82cc-b620ca0c3a38;where is Colmar Alsace
1757;5ae246cb-cdfa-42c5-aed3-0b8b5281b041;where is carlos Santana
1758;ffd87f37-35dd-43ae-836b-aefbc7e582a6;what zone for flowers is Utah in
1759;e07eb847-bcb8-4164-88cf-966939f7fcfe;what township is Crown Point in in
1760;0a7c9344-8446-4cf9-b43b-2872d5638e91;where is Belle Isle in Florida
1761;b73b1a61-4f63-461f-8478-b482642debb3;where is the nascar Martinsville
1762;f47bf0a5-0a7a-4523-a26f-1c55ed13b131;where is the Louvre in London
1763;65204bcb-a88c-40e4-9c7a-dca7e2cf7631;where does Kirsten dunst live
1764;5b8e86c0-604c-46a8-8ddd-2d2bc32ecedc;where is Tacoma college in Texas
1765;226060fd-3c79-446d-b0d9-ce0accafd6ac;where is Indonesia located in Asia
1766;9861c3b3-bffd-4a9f-875d-01620586ad29;where are The Pine Barrens in New Jersey
1767;14fac12d-3f13-446c-993e-d8e04148cf6f;where to find Lobelia wild
1768;32ffb6ab-0543-469c-a95c-fa9a1016aea5;where is Tsu located
1769;1bed6475-ebde-491c-a813-1ae6a7e420c1;what is the closest island to the Disney Island
1770;4ca41353-c3bc-4dc3-935b-b0972faf324e;where is Claremont North Carolina
1771;112c853f-6f10-4013-96c4-703bfe2abbd7;where is Guangdong located
1772;22729dab-4720-4043-9a21-1cea2666380c;where is ice nyc Nyse located
1773;fd314499-ac8f-414e-83e8-1668895762e5;what is the airport code for Salvador Brazil
1774;7d9a705d-0fca-4ea3-bc52-439ad26ce943;where is The Heathman Hotel
1775;2446c652-ae2a-4ff1-a929-672282961f81;where is Earle Arkansas
1776;8c1993d8-e9d1-4148-8ca0-8d48beb0daae;where is bradley Illinois
1777;9ae56973-765b-4e13-87b3-8d71a5a41b44;where is the gas filter on a 1992 chevrolet Cavalier
1778;edd40767-a75b-485c-94ab-e18d774fbf7d;where is the Frio River Texas
